,name,createdAt,updatedAt,price,billingPackage,change,billingType,number_of_email,number_of_month,storage_string,storage,description,number_of_user,url_image,regular_price,description_fr,ACL,objectId,__type,className,operatingSystems,ram_string,bandwith_string,ram,bandwith,operatingSystemType,number_of_website,number_of_database,extra,number_of_contact,signup_form,image_storage,handling,warrantly,number_of_subdomain,number_domain,cpu_string,cpu,features,type,features_fr,number_ongoing_meeting,number_attendees_per_meeting,number_of_meetings,enable_schedule,max_meeting_duration,is_entry_price,crossed_price,sent_invitation_email,enable_branding
88,CMS standard 1 mois,2018-09-25T16:41:13.353Z,2018-09-25T17:08:20.718Z,14.99,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,100GB,100Gi,,,,,,{'*': {'read': True}},WyRlkmAw6G,Object,ServicePrice,,8GB,100Mps,8G,100Mps,,,,,,,,,,,,Up to 2c/4t - Up to 2.1 GHz,2,,,,,,,,,,,,
89,CMS standard 4 mois,2018-09-25T16:48:18.492Z,2018-09-25T17:08:17.180Z,51.8,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,4,100GB,100Gi,,,,,,{'*': {'read': True}},SykQsRCcZr,Object,ServicePrice,,8GB,100Mps,8G,100Mps,,,,,,,,,,,,Up to 2c/4t - Up to 2.1 GHz,2,,,,,,,,,,,,
90,CMS standard 6 mois,2018-09-25T16:55:32.366Z,2018-09-25T17:08:14.021Z,68.94,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,6,100GB,100Gi,,,,,,{'*': {'read': True}},7XmSL7PCvS,Object,ServicePrice,,8GB,100Mps,8G,100Mps,,,,,,,,,,,,Up to 2c/4t - Up to 2.1 GHz,2,,,,,,,,,,,,
91,CMS standard 12 mois,2018-09-25T16:58:45.476Z,2018-09-25T17:30:59.329Z,119.76,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,12,100GB,100Gi,,,,,,{'*': {'read': True}},Gyn4DtR4zW,Object,ServicePrice,,8GB,100Mps,8G,100Mps,,,,,,,,,,,,Up to 2c/4t - Up to 2.1 GHz,2,,,,,,,,,,,,
92,cms business 1 mois,2018-09-25T17:02:48.658Z,2018-09-25T17:13:31.536Z,19.99,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,200GB,200Gi,,,,,,{'*': {'read': True}},ouCAcAFddE,Object,ServicePrice,,16GB,200Mbps,16G,200Mbps,,,,,,,,,,,,Up to 4c/8t - Up to 3.1GHz,4,,,,,,,,,,,,
93,cms business 4 mois,2018-09-25T17:08:47.650Z,2018-09-25T17:42:02.650Z,67.84,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",0.0,4,200GB,200Gi,,,,,,{'*': {'read': True}},JBHAIK5ehS,Object,ServicePrice,,16GB,200Mbps,16G,200Mbps,,,,,,,,,,,,Up to 4c/8t - Up to 3.1GHz,4,,,,,,,,,,,,
94,cms business 6 mois,2018-09-25T17:16:01.649Z,2019-07-22T15:11:03.827Z,83.88,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",0.0,6,200GB,200Gi,,,,,,{'*': {'read': True}},6zWR9BSb9p,Object,ServicePrice,,16GB,200Mbps,16G,200Mbps,,,,,,,,,,,,Up to 4c/8t - Up to 3.1GHz,4,,,,,,,,,,,,
95,cms business 12 mois,2018-09-25T17:20:46.373Z,2018-09-25T17:34:28.288Z,139.08,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,12,200GB,200Gi,,,,,,{'*': {'read': True}},Dz5hgZZ3pf,Object,ServicePrice,,16GB,200Mbps,16G,200Mbps,,,,,,,,,,,,Up to 4c/8t - Up to 3.1GHz,4,,,,,,,,,,,,
96,App default standard 1 mois,2018-09-25T17:29:43.752Z,2018-09-25T18:18:07.702Z,15.99,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,100GB,100Gi,,,,,,{'*': {'read': True}},eLfTyU6YoH,Object,ServicePrice,,8GB,100Mps,8G,100Mps,,,,,,,,,,,,Up to 2c/4t - Up to 2.1 GHz,2,,,,,,,,,,,,
97,App default standard 4 mois,2018-09-25T17:32:55.402Z,2018-09-25T17:37:23.179Z,59.8,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,4,100GB,100Gi,,,,,,{'*': {'read': True}},udbz7SmUsG,Object,ServicePrice,,8GB,100Mps,8G,100Mps,,,,,,,,,,,,Up to 2c/4t - Up to 2.1 GHz,2,,,,,,,,,,,,
98,App default standard 6 mois,2018-09-25T17:35:21.953Z,2018-09-25T17:39:38.809Z,74.94,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,6,100GB,100Gi,,,,,,{'*': {'read': True}},cBoebS59tL,Object,ServicePrice,,8GB,100Mps,8G,100Mps,,,,,,,,,,,,Up to 2c/4t - Up to 2.1 GHz,2,,,,,,,,,,,,
99,App default standard 12 mois,2018-09-25T17:38:05.326Z,2018-09-25T18:17:38.358Z,119.76,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,12,100GB,100Gi,,,,,,{'*': {'read': True}},RalFGbWgKA,Object,ServicePrice,,8GB,100Mps,8G,100GB,,,,,,,,,,,,Up to 2c/4t - Up to 2.1 GHz,2,,,,,,,,,,,,
100,App default business 1 mois,2018-09-25T17:41:19.976Z,2018-09-25T17:45:20.326Z,25.99,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,200GB,200Gi,,,,,,{'*': {'read': True}},FqgJXfPgJM,Object,ServicePrice,,16GB,200Mbps,16G,200Mbps,,,,,,,,,,,,Up to 4c/8t - Up to 3.1GHz,4,,,,,,,,,,,,
101,App default business 4 mois,2018-09-25T17:43:39.049Z,2018-09-25T17:47:28.872Z,99.84,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,4,200GB,200Gi,,,,,,{'*': {'read': True}},TWLBcv7ctf,Object,ServicePrice,,16GB,200Mbps,16G,200Mbps,,,,,,,,,,,,Up to 4c/8t - Up to 3.1GHz,4,,,,,,,,,,,,
102,App default business 6 mois,2018-09-25T17:46:06.725Z,2018-09-25T17:49:46.341Z,131.88,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,6,200GB,200Gi,,,,,,{'*': {'read': True}},lZofvMsPdC,Object,ServicePrice,,16GB,200Mbps,16G,200Mbps,,,,,,,,,,,,Up to 4c/8t - Up to 3.1GHz,4,,,,,,,,,,,,
103,App default business 12 mois,2018-09-25T17:48:09.870Z,2018-09-25T18:26:13.889Z,235.08,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,12,200GB,200Gi,,,,,,{'*': {'read': True}},sOFOJ7KmAH,Object,ServicePrice,,16GB,200Mbps,16G,200Mbps,,,,,,,,,,,,Up to 4c/8t - Up to 3.1GHz,4,,,,,,,,,,,,
104,ISP Config,2018-12-11T16:58:29.636Z,2020-05-29T14:09:05.364Z,8.99,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'w0u0CIhaaQ'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",5.0,12,500GB,500Gi,Hosting With Open source Solution,,,,,{'*': {'read': True}},a3KPbXcH3B,Object,ServicePrice,,,,,,,2.0,,,,,,,,,,,,"['Unlimited websites', 'Unmetered storage', 'Unmetered bandwidth*', 'Unlimited MySQL databases (1GB each)', 'Unlimited MSSQL databases (200MB each)', 'Unlimited FTP users']",ISPConfig,['Une base de donnée MYSQL illimité d 1GB chacune'],,,,,,,,,
105,ISP Config,2018-12-11T17:05:00.742Z,2020-12-08T16:36:21.452Z,8.99,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'w0u0CIhaaQ'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,6,,,Hosting With Open source Solution,,,,,{'*': {'read': True}},U1Y5JOJVCL,Object,ServicePrice,,,,,,,,,,,,,,,,,,,"['Unlimited websites', 'Unmetered storage', 'Unmetered bandwidth*', 'Unlimited MySQL databases (1GB each)', 'Unlimited MSSQL databases (200MB each)', 'Unlimited FTP users']",ISPConfig,['Une base de donnée MYSQL illimité d 1GB chacune'],,,,,,,,,
106,Storage Bussiness 1 month,2019-07-22T14:54:44.353Z,2019-07-30T09:26:27.981Z,7.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,1TB,900Gi,,,,,,{'*': {'read': True}},SEkYlC1vXs,Object,ServicePrice,,,,,,,,,,,,,,,,,,,"['HA (Replication)', 'Encryption+', 'Backup & Restore', 'Storage consolidation (share the storage) ', 'Monitoring', 'Resizing', 'Incremental', 'Differential', 'External backup (different data centre)']",,,,,,,,,,,
107,Storage Standard 1 month,2019-07-22T15:09:48.044Z,2019-08-01T10:39:24.502Z,3.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,1TB,900Gi,,,,,,{'*': {'read': True}},5q6NZa08kk,Object,ServicePrice,,,,,,,,,,,,,,,,,,,"['HA (Replication)', 'Encryption+', 'Backup & Restore', 'Storage consolidation (share the storage) ', 'Monitoring', 'Resizing']",,,,,,,,,,,
108,Storage Free,2019-07-22T16:18:26.702Z,2019-08-01T10:39:21.704Z,0.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'KebmybdPts'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",0.0,free,100GB,100Gi,,,,,,{'*': {'read': True}},FxgqQpisjq,Object,ServicePrice,,,,,,,,,,,,,,0.0,,,,,['HA (Replication)'],,,,,,,,,,,
109,Security Free,2019-07-22T16:41:11.504Z,2019-07-30T09:12:25.470Z,0.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'KebmybdPts'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,free,,,,,,,,{'*': {'read': True}},SbA5kZduF0,Object,ServicePrice,,,,,,,,,,,,,,,,,,,"['Access via public networks', 'Local authentication for your apps', 'Two factors authentication (passwd + code_sent_by_known_email)', 'Encrypted communication using (HTTPS/SSL)', 'Data flow control: no communication with other app (Standalone Applications)', 'Strict isolation']",,,,,,,,,,,
110,Security Standard,2019-07-30T09:08:40.283Z,2019-07-30T09:21:28.187Z,5.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,,,,,,,,{'*': {'read': True}},lHgYedLRzi,Object,ServicePrice,,,,,,,,,,,,,,,,,,,"['Access via public networks', 'Local authentication for your apps', 'Two factors authentication (passwd + code_sent_by_known_email)', 'Encrypted communication using (HTTPS/SSL)', 'Data flow control: no communication with other app (Standalone Applications)', 'Strict isolation', 'Remote access VPN', 'Access restricted to VPN user or specific IP ranges', 'Centralized authentications where supported', 'Two or more factor authentication', 'Data flow control, possibility to restrict (in/out) bound communications', 'Integration with others app']",,,,,,,,,,,
111,Security  Business,2019-07-30T09:09:21.747Z,2019-07-30T09:26:23.834Z,11.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,,,,,,,,{'*': {'read': True}},ErJrrENwT5,Object,ServicePrice,,,,,,,,,,,,,,,,,,,"['Access via public networks', 'Local authentication for your apps', 'Two factors authentication (passwd + code_sent_by_known_email)', 'Encrypted communication using (HTTPS/SSL)', 'Data flow control: no communication with other app (Standalone Applications)', 'Strict isolation', 'Remote access VPN', 'Access restricted to VPN user or specific IP ranges', 'Centralized authentications where supported', 'Two or more factor authentication', 'Data flow control possibility to restrict (in/out) bound communications', 'Integration with others app', 'IPSec VPN to Legacy', 'Accounting (History of actions who (user) did what (CRUD) on what (data) and when (date &time)) ', 'Customized SSL Certificate', 'Fixed IP address range']",,,,,,,,,,,
112,CPU Free,2019-07-30T09:12:13.976Z,2020-04-05T10:15:29.322Z,0.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'KebmybdPts'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,free,,,,,,,,{'*': {'read': True}},cBwcAGCTUI,Object,ServicePrice,,,,,,,,,,,,,,,,,Up to 1c/2t,1,,,,,,,,,,,,
113,CPU Standard,2019-07-30T09:12:54.772Z,2019-07-30T10:08:41.159Z,25.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,,,,,,,,{'*': {'read': True}},oFsx0GckLE,Object,ServicePrice,,,,,,,,,,,,,,,,,Up to 2c/4t - Up to 2.1 GHz,2,[],,,,,,,,,,,
114,CPU Business,2019-07-30T09:13:11.778Z,2019-07-30T10:03:14.533Z,45.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,,,,,,,,{'*': {'read': True}},3t7OYmLaCj,Object,ServicePrice,,,,,,,,,,,,,,,,,Up to 4c/8t - Up to 3.1GHz,4,"['Unrestricted CPU', 'Multiple thread', 'HA – External data centre']",,,,,,,,,,,
115,RAM free,2019-07-30T09:42:12.369Z,2019-07-30T10:22:25.052Z,0.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'KebmybdPts'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,free,,,,,,,,{'*': {'read': True}},5BOsPpjFjy,Object,ServicePrice,,2GB,,2G,,,,,,,,,,,,,,,,,,,,,,,,,,
116,RAM Standard,2019-07-30T09:42:19.966Z,2019-08-14T08:22:22.757Z,15.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,,,,,,,,{'*': {'read': True}},jrwR0qfdPn,Object,ServicePrice,,8GB,,8G,,,,,,,,,,,,,,,[],,,,,,,,,,,
117,RAM Business,2019-07-30T09:42:26.270Z,2019-08-14T08:23:36.019Z,25.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,,,,,,,,{'*': {'read': True}},A6ZxvxRzdx,Object,ServicePrice,,16GB,,16G,,,,,,,,,,,,,,,[],,,,,,,,,,,
118,Professional Service Free,2019-07-30T10:00:42.657Z,2019-07-30T11:22:36.827Z,0.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'KebmybdPts'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,free,,,,,,,,{'*': {'read': True}},35L47HpO9D,Object,ServicePrice,,,,,,,,,,,,,,,,,,,"['Logo', 'Company nom', 'Company branding']",,,,,,,,,,,
119,Professional Service Standard,2019-07-30T10:08:31.238Z,2019-07-30T11:22:45.464Z,1.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,,,,,,,,{'*': {'read': True}},a1dqUq1esm,Object,ServicePrice,,,,,,,,,,,,,,,,,,,"['Logo', 'Company nom', 'Company branding', 'Country specific information such as chart of account', 'Customized reporttemplates (invoice, quote, receipt) to choose from', 'Additional customization – no programming required or no more than 4hr', 'Support for template integration']",,,,,,,,,,,
120,Professional Service Business,2019-07-30T10:13:40.879Z,2019-07-30T11:27:51.001Z,2.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,,,,,,,,{'*': {'read': True}},eZYbG1nBok,Object,ServicePrice,,,,,,,,,,,,,,,,,,,"['Logo', 'Company nom', 'Company branding', 'Country specific information such as chart of account', 'Customized reporttemplates (invoice, quote, receipt) to choose from', 'Additional customization – no programming required or no more than 4hr', 'Support for template integration', 'All customization']",,,,,,,,,,,
121,Support SLA Free,2019-07-30T10:21:57.680Z,2019-07-30T11:38:28.091Z,0.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'KebmybdPts'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,free,,,,,,,,{'*': {'read': True}},DsE1h0Zgy4,Object,ServicePrice,,,,,,,,,,,,,,,,,,,"['Email only via support tools', 'No committed response and time']",,,,,,,,,,,
122,Support SLA Standard,2019-07-30T10:29:18.483Z,2020-04-05T10:21:47.840Z,5.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,,,,,,,,{'*': {'read': True}},J9gfYfHGRZ,Object,ServicePrice,,,,,,,,,,,,,,,,,,,"['Email, Phone, Chat, Remote control', 'First response/contact within 1H', 'We drive to conclusion before they are closed', 'Involve subject matter expert']",,,,,,,,,,,
123,Support SLA Business,2019-07-30T10:35:55.176Z,2020-04-05T10:42:49.518Z,8.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,,,,,,,,{'*': {'read': True}},bon7nGkrLO,Object,ServicePrice,,,,,,,,,,,,,,,,,,,"['Email, Phone, Chat, Remote control', 'First response/contact within 1H', 'We drive to conclusion before they are closed', 'Involve subject matter expert', 'First response/contact within 30min']",,,,,,,,,,,
124,Video conference free package,2020-04-05T10:01:05.593Z,2020-04-16T09:24:57.370Z,0.0,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'KebmybdPts'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,free,,,,,,,,{'*': {'read': True}},bE2EnY4Ehv,Object,ServicePrice,,,,,,,,,,10.0,,,,,,,,,"['30 minutes per meeting.', 'One ongoing meeting.', 'Unlimited number of meeting.', '10 attendees per meeting.', '10 meetings per week.']",,,1.0,10.0,-1.0,False,30.0,,,,
125,Video conference Entry price standard package,2020-04-05T10:20:36.928Z,2020-04-14T20:32:00.874Z,35.88,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,12,,,,,,,,{'*': {'read': True}},tpYCuEVZvx,Object,ServicePrice,,,,,,,,,,-1.0,,,,,,,,,"['Invite as much as you can.', 'Unlimited meeting time.', 'Unlimited attendees.', 'Host one concurrent meeting.', 'Integration with other ACESY solutions*.']",,,2.0,-1.0,-1.0,True,-1.0,True,59.88,,
126,Video conference 1 month  standard package,2020-04-05T10:30:44.204Z,2020-04-05T13:22:30.973Z,7.99,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,,,,,,,,{'*': {'read': True}},J6wNR8CzpS,Object,ServicePrice,,,,,,,,,,-1.0,,,,,,,,,"['Invite as much as you can.', 'Unlimited meeting time.', 'Unlimited attendees.', 'Host one concurrent meeting.', 'Integration with other ACESY solutions*.']",,,2.0,-1.0,-1.0,True,-1.0,False,,,
127,Video conference 4 month(s)  standard package,2020-04-05T10:31:36.984Z,2020-04-05T13:22:30.973Z,27.56,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,4,,,,,,,,{'*': {'read': True}},upofTAi5tf,Object,ServicePrice,,,,,,,,,,-1.0,,,,,,,,,"['Invite as much as you can.', 'Unlimited meeting time.', 'Unlimited attendees.', 'Host one concurrent meeting.', 'Integration with other ACESY solutions*.']",,,2.0,-1.0,-1.0,True,-1.0,False,,,
128,Video conference 12 month(s)  standard package,2020-04-05T10:35:41.883Z,2020-04-05T13:22:31.195Z,59.88,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'RCQcuAEcAY'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,12,,,,,,,,{'*': {'read': True}},nXZXr75CQ8,Object,ServicePrice,,,,,,,,,,-1.0,,,,,,,,,"['Invite as much as you can.', 'Unlimited meeting time.', 'Unlimited attendees.', 'Host one concurrent meeting.', 'Integration with other ACESY solutions*.']",,,2.0,-1.0,-1.0,True,-1.0,False,,,
129,Video conference Entry price Business package,2020-04-05T10:39:10.678Z,2020-08-18T13:21:27.718Z,59.88,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,12,,,,,,,,{'*': {'read': True}},yqEME0AXcw,Object,ServicePrice,,,,,,,,,,-1.0,,,,,,,,,"['Use your own brand URL.', 'Company Logo and brand identity.', 'Meeting Name.', 'Invitation email.', 'Integration with others solutions.*', 'Host 3 concurrent meetings.']",,,3.0,-1.0,-1.0,True,-1.0,True,119.88,True,True
130,Video conference 1 month Business package,2020-04-05T10:48:05.989Z,2020-08-18T13:21:25.029Z,13.49,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,1,,,,,,,,{'*': {'read': True}},uSIrjwRD25,Object,ServicePrice,,,,,,,,,,-1.0,,,,,,,,,"['Use your own brand URL.', 'Company Logo and brand identity.', 'Meeting Name.', 'Invitation email.', 'Integration with others solutions.*', 'Host 3 concurrent meetings.']",,,3.0,-1.0,-1.0,True,-1.0,False,,True,True
131,Video conference 4 months Business package,2020-04-05T10:54:13.613Z,2020-08-18T13:21:21.540Z,47.96,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,4,,,,,,,,{'*': {'read': True}},UJOSbv0kDh,Object,ServicePrice,,,,,,,,,,-1.0,,,,,,,,,"['Use your own brand URL.', 'Company Logo and brand identity.', 'Meeting Name.', 'Invitation email.', 'Integration with others solutions.*', 'Host 3 concurrent meetings.']",,,3.0,-1.0,-1.0,True,-1.0,False,,True,True
132,Video conference 12 months Business package,2020-04-05T10:56:14.224Z,2020-09-30T10:46:31.499Z,119.88,"{'__type': 'Pointer', 'className': 'BillingPackage', 'objectId': 'gnRlR0IY6Q'}",EUR,"{'__type': 'Pointer', 'className': 'BillingType', 'objectId': 'UynyzGHXur'}",,12,,,,,,,,{'*': {'read': True}},XF0D0kxec3,Object,ServicePrice,,,,,,,,,,-1.0,,,,,,,,,"['Use your own brand URL.', 'Company Logo and brand identity.', 'Meeting Name.', 'Invitation email.', 'Integration with others solutions.*', 'Host 3 concurrent meetings.']",,,3.0,-1.0,-1.0,True,-1.0,False,,True,True
